datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,tzoffset
2017-12-09,1512774000,2.2,-1.0,0.7,0.5,-2.6,-1.3,-2.1,81.8,0.0,0.0,0.0,,0.0,0.1,28.4,14.5,233.4,1006.1,71.9,12.3,28.6,2.5,1.0,07:33:06,1512801186,15:23:24,1512829404,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'EPMO']",obs,
2017-12-10,1512860400,2.7,-0.1,0.9,-0.3,-5.3,-3.0,-2.5,78.0,0.0,0.0,0.0,,0.0,0.1,40.0,20.3,205.6,1002.1,77.7,14.1,25.4,2.2,1.0,07:34:12,1512887652,15:23:14,1512915794,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'EPMO']",obs,
2017-12-11,1512946800,6.0,-1.0,3.5,3.4,-6.6,-0.3,-0.2,77.2,0.676,100.0,8.33,"['rain', 'snow']",0.0,0.1,43.2,21.1,152.0,993.9,81.6,17.0,16.9,1.3,1.0,07:35:16,1512974116,15:23:06,1513002186,0.77,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'EPMO']",obs,
2017-12-12,1513033200,10.9,4.8,7.3,10.9,1.3,4.6,2.0,69.6,0.0,0.0,0.0,,0.0,0.1,51.2,26.5,201.5,1000.2,78.7,17.7,21.1,1.7,2.0,07:36:17,1513060577,15:23:02,1513088582,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'EPMO']",obs,
2017-12-13,1513119600,4.7,-1.8,1.5,1.3,-6.7,-1.7,-2.9,73.0,0.0,0.0,0.0,,0.0,0.2,38.5,20.4,233.6,1013.5,59.3,15.4,24.4,2.1,1.0,07:37:14,1513147034,15:23:02,1513174982,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'EPMO']",obs,
2017-12-14,1513206000,4.9,-2.4,1.3,1.0,-7.4,-2.9,-1.4,82.7,0.29,100.0,4.17,['rain'],0.3,0.3,53.9,23.2,175.6,997.2,72.9,11.0,13.2,1.2,1.0,07:38:09,1513233489,15:23:05,1513261385,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,snow,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'EPMO']",obs,
2017-12-15,1513292400,3.7,0.1,2.1,1.1,-3.4,-0.9,-0.5,83.6,0.29,100.0,4.17,['rain'],0.3,0.5,43.2,18.0,179.8,997.8,76.1,12.5,14.7,1.2,1.0,07:39:01,1513319941,15:23:12,1513347792,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,snow,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'EPMO']",obs,
2017-12-16,1513378800,1.9,0.9,1.2,1.1,-2.9,-1.6,0.1,92.2,0.0,0.0,0.0,,0.0,0.2,27.0,14.6,282.8,1004.0,89.2,6.2,10.1,1.0,1.0,07:39:50,1513406390,15:23:22,1513434202,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'EPMO']",obs,
2017-12-17,1513465200,2.9,-0.9,1.0,2.9,-2.3,0.0,-0.6,89.0,0.0,0.0,0.0,,0.0,0.1,38.9,8.4,222.7,1016.7,73.4,7.5,23.4,2.0,1.0,07:40:36,1513492836,15:23:36,1513520616,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'EPMO']",obs,
2017-12-18,1513551600,0.3,-3.1,-1.0,-0.6,-9.0,-3.3,-1.9,93.8,0.0,0.0,0.0,,0.0,0.1,19.4,18.9,317.2,1025.6,84.6,4.5,16.5,1.4,1.0,07:41:19,1513579279,15:23:53,1513607033,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'EPMO']",obs,
2017-12-19,1513638000,-1.1,-3.3,-2.2,-4.9,-7.8,-6.6,-4.8,82.3,0.0,0.0,0.0,,0.0,0.0,27.4,15.5,298.2,1029.4,87.3,10.0,16.5,1.5,1.0,07:41:58,1513665718,15:24:14,1513693454,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'EPMO']",obs,
2017-12-20,1513724400,0.4,-2.1,-0.5,-2.0,-6.8,-4.3,-1.8,90.7,0.29,100.0,8.33,"['rain', 'snow']",1.1,0.8,29.2,17.9,308.7,1031.0,88.0,6.5,15.0,1.2,1.0,07:42:34,1513752154,15:24:38,1513779878,0.07,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,snow,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'EPMO']",obs,
2017-12-21,1513810800,2.7,-1.9,0.0,-0.2,-5.6,-3.4,-0.7,94.9,0.773,100.0,8.33,"['rain', 'snow']",1.1,1.6,37.4,19.9,252.0,1025.5,93.9,4.5,9.1,0.9,1.0,07:43:07,1513838587,15:25:06,1513866306,0.11,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'EPMO']",obs,
2017-12-22,1513897200,4.4,2.2,3.3,0.6,-2.1,-0.8,1.6,89.1,0.0,0.0,0.0,,0.0,0.4,40.7,25.5,285.6,1022.6,84.5,11.5,15.7,1.3,1.0,07:43:36,1513925016,15:25:37,1513952737,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'EPMO']",obs,
2017-12-23,1513983600,7.8,1.1,3.5,3.7,-3.1,-0.4,2.5,93.4,4.829,100.0,4.17,"['rain', 'snow']",0.0,0.2,64.8,32.6,268.9,1016.6,88.0,8.4,5.4,0.4,0.0,07:44:02,1514011442,15:26:12,1514039172,0.17,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'EPMO']",obs,
2017-12-24,1514070000,9.0,7.9,8.4,5.3,3.8,4.5,7.0,91.1,1.352,100.0,8.33,['rain'],0.0,0.1,64.7,36.3,273.1,1009.6,89.0,9.8,5.1,0.5,0.0,07:44:25,1514097865,15:26:49,1514125609,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'EPMO']",obs,
2017-12-25,1514156400,9.0,6.9,8.3,6.3,3.9,5.2,5.4,82.3,2.097,100.0,8.33,['rain'],0.0,0.1,57.6,36.0,261.9,1013.7,87.6,13.6,6.5,0.6,0.0,07:44:44,1514184284,15:27:31,1514212051,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'EPMO']",obs,
2017-12-26,1514242800,7.7,1.0,4.6,5.7,-2.0,2.4,1.0,78.2,0.0,0.0,0.0,,0.0,0.2,29.9,12.3,192.1,1007.4,57.4,12.5,37.5,3.1,2.0,07:45:00,1514270700,15:28:15,1514298495,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'EPMO']",obs,
2017-12-27,1514329200,5.9,-1.4,3.0,2.8,-3.6,0.2,0.7,85.2,0.0,0.0,0.0,,0.0,0.2,35.6,19.4,144.0,999.5,44.6,9.4,35.4,2.9,2.0,07:45:12,1514357112,15:29:03,1514384943,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'EPMO']",obs,
2017-12-28,1514415600,8.9,4.0,6.8,6.3,0.2,4.0,2.9,76.9,0.0,0.0,0.0,,0.0,0.2,36.7,19.3,149.6,993.5,83.5,13.3,29.1,2.4,2.0,07:45:21,1514443521,15:29:54,1514471394,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'EPMO']",obs,
2017-12-29,1514502000,3.8,0.2,2.0,0.4,-3.8,-1.1,0.6,90.7,4.056,100.0,8.33,"['rain', 'snow']",1.1,1.3,36.0,17.5,270.9,1004.4,85.6,8.5,10.7,0.9,1.0,07:45:26,1514529926,15:30:48,1514557848,0.38,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.,snow,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'EPMO']",obs,
2017-12-30,1514588400,2.8,-2.7,0.0,-0.2,-5.4,-3.2,-2.1,86.2,0.0,0.0,0.0,,0.0,0.3,37.1,17.5,155.3,1010.0,37.2,8.9,39.1,3.4,2.0,07:45:28,1514616328,15:31:45,1514644305,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'EPMO']",obs,
2017-12-31,1514674800,7.7,0.0,3.6,5.9,-5.1,0.3,2.0,89.9,0.097,100.0,4.17,['rain'],0.5,0.6,49.7,24.1,220.1,1003.9,73.7,9.8,12.3,1.1,1.0,07:45:27,1514702727,15:32:45,1514730765,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,snow,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'EPMO']",obs,
2018-01-01,1514761200,9.8,3.5,7.6,8.5,1.5,5.9,4.7,81.9,0.097,100.0,4.17,['rain'],0.0,0.0,30.2,12.6,199.5,1004.1,65.7,11.8,14.0,1.2,1.0,07:45:21,1514789121,15:33:48,1514817228,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2018-01-02,1514847600,4.1,-0.6,1.6,3.7,-4.2,-0.5,0.8,94.6,0.0,0.0,0.0,,0.0,0.0,21.6,16.6,148.0,1007.2,57.7,4.8,30.3,2.5,2.0,07:45:13,1514875513,15:34:53,1514903693,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2018-01-03,1514934000,5.8,2.1,3.5,3.0,-2.3,0.2,1.6,88.4,0.966,100.0,4.17,['rain'],0.2,0.1,43.2,22.8,179.2,999.9,79.3,9.0,29.1,2.6,2.0,07:45:01,1514961901,15:36:02,1514990162,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,snow,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2018-01-04,1515020400,7.6,3.8,5.7,5.0,0.4,2.9,2.4,79.6,0.966,100.0,4.17,['rain'],0.0,0.0,43.2,18.5,204.5,996.4,83.6,14.5,27.4,2.5,2.0,07:44:45,1515048285,15:37:13,1515076633,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2018-01-05,1515106800,8.9,3.3,6.3,6.8,-0.8,3.6,2.4,76.4,0.386,100.0,8.33,['rain'],0.0,0.0,41.0,17.5,197.8,998.5,74.2,14.0,22.3,1.8,2.0,07:44:26,1515134666,15:38:27,1515163107,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2018-01-06,1515193200,9.4,1.3,5.5,7.4,-0.3,4.2,3.6,88.0,0.0,0.0,0.0,,0.0,0.0,32.8,13.3,215.0,1009.0,69.2,10.6,32.2,2.8,2.0,07:44:04,1515221044,15:39:43,1515249583,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2018-01-07,1515279600,4.0,-1.6,1.9,3.0,-5.2,-1.3,-1.5,79.1,0.0,0.0,0.0,,0.0,0.0,33.5,22.9,13.8,1025.6,74.0,11.4,12.1,1.1,1.0,07:43:38,1515307418,15:41:02,1515336062,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2018-01-08,1515366000,0.8,-6.6,-3.2,-0.3,-7.7,-3.8,-6.2,81.1,0.0,0.0,0.0,,0.0,0.0,13.3,9.6,323.9,1036.1,3.5,11.0,57.5,5.0,2.0,07:43:09,1515393789,15:42:23,1515422543,0.75,Clear,Clear conditions throughout the day.,clear-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2018-01-09,1515452400,1.9,-6.7,-2.0,-2.4,-9.5,-6.0,-5.6,77.7,0.0,0.0,0.0,,0.0,0.0,36.4,21.6,115.4,1033.3,35.9,9.5,48.3,4.2,2.0,07:42:37,1515480157,15:43:46,1515509026,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2018-01-10,1515538800,1.8,-1.3,0.3,-2.1,-6.1,-4.4,-4.2,72.2,0.0,0.0,0.0,,0.0,0.0,35.3,20.9,105.0,1019.7,86.1,13.3,13.3,1.2,1.0,07:42:01,1515566521,15:45:12,1515595512,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2018-01-11,1515625200,1.8,-1.0,0.4,-2.4,-6.5,-4.3,-1.8,85.7,0.0,0.0,0.0,,0.0,0.0,29.5,19.9,95.0,1019.4,93.3,11.1,6.3,0.6,0.0,07:41:23,1515652883,15:46:40,1515682000,0.81,Overcast,Cloudy skies throughout the day.,cloudy,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2018-01-12,1515711600,-0.3,-2.5,-1.6,-5.1,-8.4,-7.2,-3.8,84.7,0.193,100.0,4.17,"['rain', 'snow']",1.0,0.8,37.8,22.6,82.7,1031.7,97.0,12.1,8.4,0.6,0.0,07:40:41,1515739241,15:48:09,1515768489,0.85,"Snow, Rain, Overcast",Cloudy skies throughout the day with early morning snow or rain.,snow,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2018-01-13,1515798000,-0.6,-4.3,-2.4,-6.6,-10.8,-8.2,-6.4,74.1,0.0,0.0,0.0,,0.0,1.0,43.2,25.3,96.1,1037.9,84.4,17.1,27.5,2.3,2.0,07:39:56,1515825596,15:49:41,1515854981,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2018-01-14,1515884400,-4.2,-6.2,-5.4,-10.4,-13.0,-12.1,-9.7,72.2,0.0,0.0,0.0,,0.0,1.0,36.7,24.9,109.0,1036.3,92.6,15.4,17.3,1.4,1.0,07:39:08,1515911948,15:51:14,1515941474,0.91,Overcast,Cloudy skies throughout the day.,cloudy,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2018-01-15,1515970800,-4.7,-7.1,-6.1,-10.7,-13.9,-12.6,-11.6,65.4,0.0,0.0,0.0,,0.0,0.5,37.1,22.0,134.9,1027.7,65.0,13.0,30.8,2.6,2.0,07:38:16,1515998296,15:52:49,1516027969,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2018-01-16,1516057200,-2.9,-8.8,-5.1,-8.6,-17.2,-12.2,-8.5,77.8,0.579,100.0,4.17,['snow'],0.7,0.4,48.6,28.6,137.8,1003.3,57.0,9.4,25.5,2.2,1.0,07:37:22,1516084642,15:54:26,1516114466,0.98,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2018-01-17,1516143600,2.0,-3.1,0.2,-1.0,-8.4,-3.8,-1.5,89.0,1.642,100.0,8.33,"['rain', 'snow']",7.1,4.0,50.4,24.2,243.2,992.5,90.7,7.5,19.3,1.5,1.0,07:36:25,1516170985,15:56:04,1516200964,0.0,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2018-01-18,1516230000,2.5,-0.1,1.0,-0.3,-6.2,-3.1,-1.0,86.4,0.869,100.0,4.17,"['rain', 'snow']",4.4,4.6,63.4,26.9,194.8,998.2,85.0,9.9,23.6,2.0,1.0,07:35:25,1516257325,15:57:43,1516287463,0.05,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,snow,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2018-01-19,1516316400,1.7,0.0,0.8,-1.9,-6.1,-4.0,-0.7,89.3,8.789,100.0,12.5,"['rain', 'snow']",3.5,9.6,54.0,30.5,271.9,998.3,95.4,8.2,17.0,1.3,1.0,07:34:23,1516343663,15:59:24,1516373964,0.08,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2018-01-20,1516402800,1.2,-1.8,0.3,0.0,-3.6,-1.5,-0.9,91.5,0.676,100.0,4.17,"['rain', 'snow']",0.0,10.0,22.0,11.1,215.8,1008.6,86.5,5.4,15.8,1.2,1.0,07:33:17,1516429997,16:01:07,1516460467,0.12,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2018-01-21,1516489200,-0.5,-2.3,-1.4,-1.9,-6.0,-4.4,-2.5,92.8,0.0,0.0,0.0,,0.0,10.0,18.4,13.4,52.3,1011.7,93.0,3.8,11.8,1.0,1.0,07:32:09,1516516329,16:02:50,1516546970,0.15,Overcast,Cloudy skies throughout the day.,cloudy,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2018-01-22,1516575600,-1.6,-5.9,-3.7,-5.2,-11.8,-8.0,-5.8,85.6,0.0,0.0,0.0,,0.0,9.8,22.0,17.8,90.6,1019.2,79.3,9.2,35.0,2.9,2.0,07:30:58,1516602658,16:04:35,1516633475,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2018-01-23,1516662000,-3.2,-6.3,-4.9,-7.2,-12.5,-9.9,-7.1,84.3,0.0,0.0,0.0,,0.0,9.1,24.5,17.8,117.6,1025.5,85.2,9.3,20.1,1.8,2.0,07:29:45,1516688985,16:06:20,1516719980,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2018-01-24,1516748400,3.2,-6.2,-0.5,0.6,-11.5,-4.4,-2.2,88.0,0.097,100.0,4.17,"['rain', 'snow']",0.0,8.6,37.1,16.3,167.2,1023.7,77.2,7.1,15.8,1.3,1.0,07:28:29,1516775309,16:08:07,1516806487,0.25,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2018-01-25,1516834800,6.4,1.5,4.1,5.1,-1.5,1.7,0.2,76.6,0.0,0.0,0.0,,0.0,6.5,37.8,13.7,173.2,1018.3,83.2,10.9,34.3,2.9,2.0,07:27:10,1516861630,16:09:55,1516892995,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2018-01-26,1516921200,3.0,-1.0,1.2,0.7,-3.1,-1.1,-2.0,79.2,0.0,0.0,0.0,,0.0,3.8,23.4,13.6,157.5,1019.7,49.7,9.2,29.0,2.5,1.0,07:25:49,1516947949,16:11:43,1516979503,0.32,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2018-01-27,1517007600,2.5,-2.2,1.4,2.0,-2.2,0.1,0.6,94.9,0.483,100.0,4.17,"['rain', 'snow']",0.0,2.2,17.6,9.7,241.3,1028.6,92.4,2.3,17.0,1.3,1.0,07:24:26,1517034266,16:13:32,1517066012,0.36,"Snow, Rain, Overcast",Cloudy skies throughout the day with afternoon rain or snow.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2018-01-28,1517094000,6.9,1.7,4.0,3.1,-2.1,0.6,2.6,90.8,0.966,100.0,4.17,['rain'],0.0,1.0,50.4,24.7,238.5,1023.0,88.3,9.6,9.1,0.7,0.0,07:23:01,1517120581,16:15:22,1517152522,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2018-01-29,1517180400,10.0,6.0,7.9,6.7,2.1,4.5,6.0,88.2,1.642,100.0,8.33,['rain'],0.0,0.0,57.6,27.7,263.5,1014.3,93.1,9.7,10.3,0.8,0.0,07:21:33,1517206893,16:17:12,1517239032,0.43,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2018-01-30,1517266800,7.7,3.2,4.7,4.7,-1.8,-0.2,1.0,77.1,5.795,100.0,8.33,['rain'],0.0,0.0,65.3,42.9,274.5,1014.2,86.1,15.0,21.7,1.9,1.0,07:20:03,1517293203,16:19:03,1517325543,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2018-01-31,1517353200,5.9,0.6,3.6,3.2,-1.5,0.5,-0.9,72.9,0.0,0.0,0.0,,0.0,0.0,46.8,20.0,207.4,1014.9,72.3,14.9,48.3,4.2,2.0,07:18:31,1517379511,16:20:54,1517412054,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2018-02-01,1517439600,5.0,2.9,4.2,5.0,-0.7,2.1,2.4,88.5,1.931,100.0,8.33,['rain'],0.0,0.0,38.5,15.4,185.1,1002.1,92.7,8.6,13.2,1.0,1.0,07:16:57,1517465817,16:22:46,1517498566,0.53,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2018-02-02,1517526000,3.4,0.1,1.8,1.8,-2.4,0.3,0.8,92.9,2.897,100.0,4.17,"['rain', 'snow']",0.0,0.0,23.8,14.8,212.2,1006.2,84.4,7.2,23.0,2.0,1.0,07:15:20,1517552120,16:24:38,1517585078,0.56,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2018-02-03,1517612400,1.0,-2.8,-0.3,0.0,-5.1,-2.5,-1.3,93.4,0.0,0.0,0.0,,0.0,0.0,17.6,13.8,110.0,1005.6,88.9,3.2,30.2,2.4,2.0,07:13:42,1517638422,16:26:31,1517671591,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2018-02-04,1517698800,0.1,-2.7,-0.7,-2.8,-5.7,-4.4,-4.2,78.1,0.0,0.0,0.0,,0.0,0.0,26.3,17.4,2.1,1014.5,79.5,11.6,24.3,2.2,2.0,07:12:02,1517724722,16:28:23,1517758103,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2018-02-05,1517785200,-1.1,-6.2,-3.3,-5.5,-12.6,-8.1,-8.2,69.9,0.193,100.0,4.17,['snow'],1.0,0.7,39.6,22.7,335.7,1024.6,70.2,13.7,69.3,6.1,3.0,07:10:20,1517811020,16:30:16,1517844616,0.66,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,snow,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2018-02-06,1517871600,-2.1,-7.6,-4.7,-3.7,-11.8,-8.1,-7.6,80.8,0.097,100.0,4.17,['snow'],0.0,1.0,33.5,13.6,249.3,1021.3,67.2,11.0,27.4,2.3,1.0,07:08:36,1517897316,16:32:09,1517931129,0.69,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2018-02-07,1517958000,0.5,-9.2,-4.4,-3.0,-15.2,-9.0,-7.8,77.4,0.0,0.0,0.0,"['rain', 'snow']",0.6,1.2,23.4,14.7,108.3,1019.2,29.6,9.0,63.0,5.3,3.0,07:06:51,1517983611,16:34:03,1518017643,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2018-02-08,1518044400,-0.5,-2.3,-1.5,-3.9,-7.1,-5.8,-3.3,87.9,0.097,100.0,4.17,"['rain', 'snow']",0.4,1.9,24.1,16.8,11.2,1017.8,93.3,5.7,24.1,2.3,1.0,07:05:04,1518069904,16:35:56,1518104156,0.76,"Snow, Rain, Overcast",Cloudy skies throughout the day with early morning snow or rain.,snow,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2018-02-09,1518130800,-2.2,-3.9,-3.0,-4.9,-8.8,-7.0,-4.2,91.0,0.0,0.0,0.0,,0.0,1.8,19.4,15.1,343.7,1019.4,93.3,6.4,49.6,4.4,2.0,07:03:15,1518156195,16:37:49,1518190669,0.79,Overcast,Cloudy skies throughout the day.,cloudy,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'EPMO']",obs,
