datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source,tzoffset
2019-01-23,1548198000,-3.0,-6.7,-4.7,-8.3,-12.6,-10.4,-8.2,76.6,0.0,0.0,0.0,,0.0,0.1,33.5,20.5,87.7,1010.5,71.8,11.1,27.0,2.4,2.0,07:30:03,1548225003,16:05:55,1548255955,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-01-24,1548284400,-3.1,-6.1,-5.1,-8.6,-13.2,-11.4,-9.3,72.8,0.0,0.0,0.0,,0.0,0.2,36.0,22.3,83.2,1014.6,78.0,15.7,31.2,2.8,2.0,07:28:48,1548311328,16:07:41,1548342461,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-01-25,1548370800,-5.6,-6.7,-6.0,-5.9,-13.3,-10.6,-8.4,83.2,1.352,100.0,8.33,['snow'],3.6,2.6,34.6,22.0,98.7,1013.6,73.8,7.5,18.5,1.5,1.0,07:27:30,1548397650,16:09:29,1548428969,0.64,"Snow, Partially cloudy",Partly cloudy throughout the day with snow in the morning and afternoon.,snow,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-01-26,1548457200,-3.2,-6.8,-5.0,-6.6,-11.5,-8.6,-7.2,85.0,0.097,100.0,4.17,['snow'],0.4,3.9,21.2,10.5,178.4,1007.0,81.8,6.0,24.1,2.2,2.0,07:26:10,1548483970,16:11:17,1548515477,0.68,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,snow,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-01-27,1548543600,-0.1,-8.1,-3.0,-4.8,-12.1,-8.2,-4.9,87.3,0.0,0.0,0.0,,0.0,3.8,35.6,20.4,129.4,999.9,82.1,5.4,18.0,1.7,1.0,07:24:47,1548570287,16:13:06,1548601986,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-01-28,1548630000,2.9,-2.9,0.0,-0.1,-7.7,-3.9,-2.6,83.7,0.193,100.0,4.17,"['rain', 'snow']",0.1,3.1,30.2,18.0,132.0,996.0,74.1,8.7,39.2,3.3,2.0,07:23:22,1548656602,16:14:55,1548688495,0.75,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,snow,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-01-29,1548716400,3.0,-0.7,1.1,0.8,-3.5,-1.4,-0.8,87.5,0.483,100.0,4.17,"['rain', 'snow']",0.1,2.8,35.6,12.6,222.3,1001.8,78.8,8.4,17.9,1.6,1.0,07:21:55,1548742915,16:16:45,1548775005,0.78,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,snow,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-01-30,1548802800,0.9,-4.2,-0.7,-2.3,-5.1,-3.4,-2.0,90.6,0.29,100.0,4.17,"['rain', 'snow']",0.0,2.1,27.0,17.1,86.8,1006.0,77.4,5.9,19.9,1.7,1.0,07:20:26,1548829226,16:18:36,1548861516,0.82,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-01-31,1548889200,0.9,0.0,0.2,0.4,-4.4,-2.8,-0.1,97.5,2.029,100.0,8.33,"['rain', 'snow']",0.6,2.2,22.7,15.2,106.4,1004.7,95.2,3.9,11.9,1.0,1.0,07:18:54,1548915534,16:20:27,1548948027,0.85,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-02-01,1548975600,1.9,-1.4,0.0,-1.6,-6.3,-3.8,-1.6,88.9,0.027,100.0,4.17,"['rain', 'snow']",0.4,2.5,32.0,21.7,127.5,1004.9,79.0,7.5,23.0,2.0,1.0,07:17:20,1549001840,16:22:19,1549034539,0.88,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with morning rain or snow.,snow,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-02-02,1549062000,9.0,1.7,5.9,6.3,-2.9,2.4,2.3,78.2,0.966,100.0,4.17,"['rain', 'snow']",0.0,1.2,39.2,22.7,141.9,1000.7,88.2,15.9,20.3,1.7,1.0,07:15:45,1549088145,16:24:11,1549121051,0.92,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-02-03,1549148400,6.0,2.1,3.5,5.3,-0.3,1.5,2.6,94.1,0.603,100.0,8.33,['rain'],0.0,0.5,29.9,12.8,354.6,1008.2,86.9,5.6,17.0,1.5,1.0,07:14:07,1549174447,16:26:04,1549207564,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-02-04,1549234800,2.1,-0.2,0.5,-0.1,-5.4,-3.0,-0.6,92.1,7.631,100.0,12.5,"['rain', 'snow']",3.0,2.1,43.2,22.3,282.5,1023.5,90.1,9.1,22.3,1.9,1.0,07:12:27,1549260747,16:27:56,1549294076,0.0,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-02-05,1549321200,1.4,-0.9,-0.1,-1.0,-4.5,-3.0,-3.1,80.6,0.0,0.0,0.0,"['rain', 'snow']",0.4,2.9,33.8,13.4,205.2,1028.6,88.9,12.4,25.2,2.1,1.0,07:10:46,1549347046,16:29:49,1549380589,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-02-06,1549407600,3.8,-1.9,1.0,1.6,-4.8,-1.7,-1.4,84.2,0.097,100.0,4.17,"['rain', 'snow']",0.0,2.8,36.7,14.6,246.9,1026.7,63.0,9.5,36.9,3.0,2.0,07:09:02,1549433342,16:31:42,1549467102,0.05,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-02-07,1549494000,7.0,-3.9,1.0,5.0,-8.5,-2.3,-4.2,70.6,0.0,0.0,0.0,,0.0,1.8,31.0,17.1,150.0,1018.9,45.9,12.4,67.5,5.7,3.0,07:07:17,1549519637,16:33:35,1549553615,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-02-08,1549580400,6.9,-0.6,2.7,5.2,-3.4,0.4,-0.9,77.9,0.0,0.0,0.0,,0.0,0.4,30.6,11.8,213.6,1017.6,46.4,10.2,62.3,5.3,3.0,07:05:30,1549605930,16:35:29,1549640129,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-02-09,1549666800,5.9,-1.2,2.7,3.4,-5.2,-0.4,-0.9,78.2,0.0,0.0,0.0,,0.0,0.2,41.0,17.9,175.9,1012.3,54.3,10.2,33.3,2.8,2.0,07:03:42,1549692222,16:37:22,1549726642,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-02-10,1549753200,9.7,3.0,5.4,7.5,0.3,2.6,0.1,69.4,0.0,0.0,0.0,,0.0,0.1,50.4,22.4,175.8,1007.2,62.1,13.3,65.4,5.6,3.0,07:01:52,1549778512,16:39:15,1549813155,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-02-11,1549839600,7.0,2.0,4.4,4.2,-2.6,1.1,1.8,83.5,2.704,100.0,8.33,['rain'],0.0,0.0,43.2,20.9,235.1,1000.2,78.5,12.6,27.6,2.6,2.0,07:00:00,1549864800,16:41:09,1549899669,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-02-12,1549926000,2.4,-1.7,1.2,-2.2,-5.7,-3.8,-2.2,79.0,0.966,100.0,4.17,['rain'],0.0,0.0,54.4,26.8,295.6,1017.7,66.0,17.0,33.8,2.9,2.0,06:58:07,1549951087,16:43:02,1549986182,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-02-13,1550012400,5.1,-1.8,1.5,1.1,-6.4,-2.6,0.2,91.1,0.966,100.0,4.17,['rain'],0.3,0.2,50.4,23.6,264.6,1025.3,73.8,8.9,11.9,0.8,0.0,06:56:13,1550037373,16:44:55,1550072695,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,snow,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-02-14,1550098800,7.4,4.1,5.3,5.2,0.1,2.5,2.4,82.5,0.0,0.0,0.0,,0.0,0.0,33.8,18.8,290.0,1031.4,80.5,14.2,38.4,3.3,2.0,06:54:17,1550123657,16:46:48,1550159208,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-02-15,1550185200,9.3,3.1,5.5,6.9,0.8,3.5,3.7,89.0,0.0,0.0,0.0,,0.0,0.0,31.3,20.1,274.7,1031.6,85.0,6.3,45.4,3.8,2.0,06:52:19,1550209939,16:48:41,1550245721,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-02-16,1550271600,8.0,-0.7,2.8,7.1,-3.2,0.7,1.0,89.2,0.0,0.0,0.0,,0.0,0.0,26.3,9.3,226.0,1028.1,54.2,6.0,52.6,4.6,3.0,06:50:20,1550296220,16:50:34,1550332234,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-02-17,1550358000,9.2,-1.0,5.9,6.9,-3.9,3.6,1.5,73.9,0.0,0.0,0.0,,0.0,0.0,34.2,16.0,268.8,1023.9,56.2,12.5,45.8,3.7,3.0,06:48:20,1550382500,16:52:26,1550418746,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-02-18,1550444400,10.7,2.5,6.5,10.7,0.0,5.6,3.2,81.0,0.0,0.0,0.0,,0.0,0.0,20.5,11.0,168.0,1022.6,62.5,10.1,79.5,6.9,4.0,06:46:19,1550468779,16:54:19,1550505259,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-02-19,1550530800,13.8,-1.3,6.1,13.8,-4.2,4.4,0.7,72.5,0.0,0.0,0.0,,0.0,0.0,39.6,20.7,223.5,1014.7,32.4,8.6,91.5,7.8,4.0,06:44:17,1550555057,16:56:11,1550591771,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-02-20,1550617200,7.5,5.0,6.1,3.8,1.1,2.3,1.5,72.9,0.097,100.0,4.17,['rain'],0.0,0.0,54.0,30.5,279.3,1016.3,70.7,16.5,45.1,3.8,3.0,06:42:13,1550641333,16:58:03,1550678283,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-02-21,1550703600,6.0,1.6,4.7,5.6,-3.5,2.2,3.3,91.0,8.306,100.0,12.5,['rain'],0.0,0.0,43.2,22.3,280.4,1020.0,86.2,7.5,14.4,1.1,1.0,06:40:09,1550727609,16:59:55,1550764795,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-02-22,1550790000,0.0,-4.4,-2.7,-5.7,-11.4,-8.8,-9.3,62.5,5.795,100.0,4.17,"['rain', 'snow']",1.0,0.8,46.8,26.6,20.8,1034.1,16.4,17.4,107.3,9.3,4.0,06:38:03,1550813883,17:01:46,1550851306,0.59,"Snow, Rain",Clear conditions throughout the day with early morning snow or rain.,snow,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-02-23,1550876400,-0.1,-5.9,-2.9,-2.8,-11.2,-6.1,-10.3,57.0,0.0,0.0,0.0,,0.0,1.0,24.8,17.8,318.7,1044.3,57.7,17.8,78.9,6.9,4.0,06:35:56,1550900156,17:03:37,1550937817,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-02-24,1550962800,4.7,-1.0,1.2,2.5,-6.5,-2.3,-6.2,58.2,0.0,0.0,0.0,,0.0,0.4,29.9,21.3,267.9,1036.1,70.4,12.9,69.8,6.1,3.0,06:33:49,1550986429,17:05:28,1551024328,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-02-25,1551049200,7.7,0.0,2.8,5.0,-4.1,-0.7,-1.2,76.0,0.0,0.0,0.0,,0.0,0.0,33.8,17.3,277.1,1030.7,60.6,9.0,94.5,8.2,4.0,06:31:40,1551072700,17:07:19,1551110839,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-02-26,1551135600,9.7,0.3,4.8,6.2,-3.8,0.9,0.2,74.2,0.0,0.0,0.0,,0.0,0.0,54.0,32.8,306.1,1025.0,43.3,14.5,108.3,9.2,4.0,06:29:31,1551158971,17:09:09,1551197349,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-02-27,1551222000,10.8,-1.5,4.9,10.8,-5.3,2.1,0.0,73.2,0.0,0.0,0.0,,0.0,0.0,39.6,22.9,275.3,1022.2,25.2,15.3,100.4,8.6,4.0,06:27:21,1551245241,17:11:00,1551283860,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-02-28,1551308400,11.2,2.9,7.2,11.2,-0.8,4.3,0.6,63.7,0.0,0.0,0.0,,0.0,0.0,57.6,38.3,285.2,1004.7,35.3,12.5,96.6,8.2,4.0,06:25:09,1551331509,17:12:49,1551370369,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-03-01,1551394800,4.4,-1.3,1.5,0.5,-7.0,-2.8,-3.0,74.2,0.0,0.0,0.0,,0.0,0.0,39.6,30.8,306.8,1009.1,62.1,11.8,62.7,5.4,3.0,06:22:58,1551417778,17:14:39,1551456879,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-03-02,1551481200,1.6,-3.9,-1.3,-1.4,-7.5,-4.8,-8.6,58.1,0.0,0.0,0.0,,0.0,0.0,39.6,18.8,312.2,1015.8,60.4,16.8,64.7,5.7,3.0,06:20:45,1551504045,17:16:28,1551543388,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-03-03,1551567600,9.5,-4.4,4.1,7.4,-7.3,1.6,1.0,81.1,0.0,0.0,0.0,,0.0,0.0,42.5,17.7,220.9,1008.6,73.1,8.9,43.6,3.8,3.0,06:18:32,1551590312,17:18:17,1551629897,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-03-04,1551654000,15.7,8.0,11.8,15.7,5.7,11.1,4.6,64.5,2.897,100.0,4.17,['rain'],0.0,0.0,43.6,17.4,228.0,996.4,80.9,16.5,86.8,7.6,4.0,06:16:18,1551676578,17:20:06,1551716406,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-03-05,1551740400,11.7,4.3,7.0,11.7,0.7,3.5,0.2,62.2,0.0,0.0,0.0,,0.0,0.0,61.4,31.2,259.0,998.7,61.8,19.0,60.9,5.4,3.0,06:14:03,1551762843,17:21:54,1551802914,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-03-06,1551826800,8.3,2.1,4.3,8.3,-1.3,1.5,1.2,81.5,0.194,100.0,8.33,['rain'],0.0,0.0,40.7,24.0,245.5,1012.4,57.7,12.8,52.0,4.3,3.0,06:11:48,1551849108,17:23:42,1551889422,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-03-07,1551913200,13.7,2.3,8.2,13.7,-1.8,6.4,0.5,59.4,0.0,0.0,0.0,,0.0,0.0,43.2,18.4,154.8,1004.1,81.4,16.7,67.1,5.7,3.0,06:09:32,1551935372,17:25:30,1551975930,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-03-08,1551999600,13.7,6.2,10.1,13.7,3.3,9.0,1.8,57.7,0.0,0.0,0.0,,0.0,0.0,57.7,29.9,239.9,1006.5,52.0,19.0,93.2,8.3,4.0,06:07:16,1552021636,17:27:17,1552062437,0.06,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-03-09,1552086000,10.5,3.0,5.6,10.5,0.0,3.1,1.8,78.1,5.795,100.0,4.17,['rain'],0.0,0.0,75.6,33.7,225.9,1008.3,59.8,17.2,59.0,5.2,4.0,06:04:59,1552107899,17:29:05,1552148945,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-03-10,1552172400,8.1,3.7,5.3,5.9,-1.9,1.7,0.5,73.0,0.483,100.0,4.17,['rain'],0.0,0.0,72.0,39.0,257.3,1000.8,71.7,15.9,54.6,4.8,2.0,06:02:42,1552194162,17:30:52,1552235452,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-03-11,1552258800,6.4,0.1,3.1,3.1,-5.9,-1.0,-0.8,77.9,9.078,100.0,8.33,"['rain', 'snow']",0.5,0.7,50.4,26.9,285.3,1004.7,73.7,14.0,112.8,9.8,5.0,06:00:24,1552280424,17:32:39,1552321959,0.17,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,snow,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-03-12,1552345200,5.5,-0.7,1.9,1.2,-4.2,-1.8,-3.3,71.2,0.0,0.0,0.0,,0.0,0.0,45.7,25.1,277.3,1015.9,52.7,14.0,116.3,10.1,4.0,05:58:06,1552366686,17:34:25,1552408465,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-03-13,1552431600,8.0,-1.3,3.1,6.0,-5.6,-0.1,-1.7,72.3,0.3,100.0,8.33,['rain'],0.0,0.0,49.0,19.4,178.3,1008.3,49.8,12.9,55.5,4.8,2.0,05:55:48,1552452948,17:36:11,1552494971,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-03-14,1552518000,8.9,2.3,5.1,7.5,-1.1,2.3,0.5,73.1,0.0,0.0,0.0,,0.0,0.0,40.3,16.9,201.8,1002.4,57.3,15.7,59.5,5.2,3.0,05:53:29,1552539209,17:37:57,1552581477,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-03-15,1552604400,7.1,3.2,5.1,4.6,-0.2,2.2,2.8,85.1,1.062,100.0,8.33,['rain'],0.0,0.0,46.8,21.5,209.1,997.4,79.9,14.0,52.1,4.5,3.0,05:51:10,1552625470,17:39:43,1552667983,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-03-16,1552690800,8.3,2.9,5.6,4.5,-0.6,1.8,1.5,75.3,2.029,100.0,8.33,['rain'],0.0,0.0,68.3,37.8,269.4,999.5,67.2,17.5,61.6,5.4,3.0,05:48:51,1552711731,17:41:29,1552754489,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-03-17,1552777200,17.3,3.3,9.7,17.3,1.5,9.0,3.2,67.9,0.579,100.0,4.17,['rain'],0.0,0.0,44.3,17.6,193.5,1003.3,74.6,14.5,110.8,9.7,4.0,05:46:32,1552797992,17:43:15,1552840995,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-03-18,1552863600,9.8,3.0,7.0,7.7,1.0,4.6,0.9,66.4,0.869,100.0,4.17,['rain'],0.0,0.0,45.4,31.1,259.6,1010.8,59.5,18.4,86.7,7.6,3.0,05:44:12,1552884252,17:45:00,1552927500,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-03-19,1552950000,7.6,2.1,4.5,4.8,-0.8,1.6,-0.4,70.7,0.0,0.0,0.0,,0.0,0.0,44.3,20.9,255.0,1022.3,50.4,17.0,69.8,6.1,3.0,05:41:52,1552970512,17:46:45,1553014005,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-03-20,1553036400,9.2,-0.3,4.9,6.5,-2.3,2.7,-1.6,66.0,0.0,0.0,0.0,,0.0,0.0,33.5,19.9,266.4,1031.3,56.8,13.6,134.9,11.6,4.0,05:39:32,1553056772,17:48:30,1553100510,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-03-21,1553122800,12.7,7.0,9.7,12.7,4.3,8.6,2.8,62.3,0.0,0.0,0.0,,0.0,0.0,37.1,19.7,272.9,1030.5,76.2,16.0,95.5,8.1,4.0,05:37:12,1553143032,17:50:15,1553187015,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-03-22,1553209200,14.4,6.1,10.0,14.4,3.9,8.7,4.3,69.6,0.0,0.0,0.0,,0.0,0.0,34.2,20.0,310.2,1030.9,56.1,14.3,95.1,8.2,4.0,05:34:52,1553229292,17:51:59,1553273519,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-03-23,1553295600,16.0,-0.8,8.5,16.0,-2.9,7.7,-0.7,55.6,0.0,0.0,0.0,,0.0,0.0,29.9,18.4,172.8,1027.2,23.4,14.6,169.7,14.7,5.0,05:32:32,1553315552,17:53:44,1553360024,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-03-24,1553382000,11.4,3.1,7.4,11.4,-0.6,5.3,0.0,62.0,0.0,0.0,0.0,,0.0,0.0,43.2,23.6,306.6,1022.1,67.6,15.6,144.5,12.4,6.0,05:30:12,1553401812,17:55:28,1553446528,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-03-25,1553468400,8.9,0.5,4.8,6.5,-2.8,2.9,-0.7,69.5,0.0,0.0,0.0,,0.0,0.0,50.4,20.9,290.7,1012.7,69.3,13.9,111.4,9.8,5.0,05:27:52,1553488072,17:57:13,1553533033,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
2019-03-26,1553554800,6.1,-0.5,1.7,1.4,-5.6,-2.6,-0.9,83.9,0.966,100.0,4.17,"['rain', 'snow']",0.0,0.0,82.8,38.1,278.6,1016.9,62.3,13.6,53.4,4.7,2.0,05:25:31,1553574331,17:58:57,1553619537,0.68,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,rain,"['12376099999', 'EPWA', '12105699999', '12375099999', '12105199999', 'E1334', 'EPMO']",obs,
